order_id,session_id,viewer_id,order_ts,total_value,payment_status,shipping_city
O400738,S101,V0510003,2025-06-06 20:51:12,169595,PAID,Garut
O400739,S101,V0510015,2025-06-06 20:54:52,219695,PAID,Cilacap
O400740,S101,V0510016,2025-06-06 21:03:18,159194,PAID,Depok
O400741,S101,V0510033,2025-06-06 20:54:12,152694,PAID,Blitar
O400742,S101,V0510034,2025-06-06 20:46:46,164800,PAID,Madiun
O400743,S101,V0510042,2025-06-06 20:58:30,138358,PAID,Garut
O400744,S101,V0510085,2025-06-06 20:43:32,179897,PAID,Serang
O400745,S101,V0510088,2025-06-06 20:56:40,88610,PAID,Depok
O400746,S101,V0510100,2025-06-06 20:42:16,145861,PAID,Ambon
O400747,S101,V0510101,2025-06-06 21:09:44,145861,PAID,Serang
O400748,S101,V0510106,2025-06-06 20:44:22,88610,PAID,Banyuwangi
O400749,S101,V0510113,2025-06-06 21:03:46,210763,PAID,Cianjur
O400750,S101,V0510120,2025-06-06 21:07:19,78331,PAID,Karawang
O400751,S101,V0510122,2025-06-06 20:56:57,196185,PAID,Bekasi
O400752,S101,V0510124,2025-06-06 20:48:38,135485,PAID,Mojokerto
O400753,S101,V0510144,2025-06-06 21:01:08,76956,PAID,Surabaya
O400754,S102,V0520014,2025-06-06 19:44:41,106603,PAID,Serang
O400755,S102,V0520024,2025-06-06 19:49:15,152209,PAID,Kediri
O400756,S102,V0520034,2025-06-06 19:40:02,169230,PAID,Makassar
O400757,S102,V0520065,2025-06-06 19:36:09,122730,PAID,Semarang
O400758,S102,V0520091,2025-06-06 19:29:37,223245,PAID,Pasuruan
O400759,S102,V0520096,2025-06-06 19:39:06,203080,PAID,Palembang
O400760,S102,V0520102,2025-06-06 19:32:59,88143,PAID,Cianjur
O400761,S102,V0520105,2025-06-06 19:33:06,210584,PAID,Cianjur
O400762,S102,V0520115,2025-06-06 19:32:45,205679,PAID,Tarakan
O400763,S103,V0530036,2025-06-06 20:50:55,210763,PAID,Padang
O400764,S103,V0530044,2025-06-06 20:45:23,152694,PAID,Serang
O400765,S103,V0530054,2025-06-06 20:57:39,218682,PAID,Samarinda
O400766,S103,V0530064,2025-06-06 20:51:23,179897,PAID,Banyuwangi
O400767,S103,V0530065,2025-06-06 20:53:26,110066,PAID,Yogyakarta
O400768,S103,V0530091,2025-06-06 20:44:45,205679,PAID,Karawang
O400769,S103,V0530097,2025-06-06 20:47:11,75514,PAID,Cianjur
O400770,S103,V0530118,2025-06-06 20:57:09,237621,PAID,Sukabumi
O400771,S103,V0530131,2025-06-06 20:53:30,78331,PAID,Pasuruan
O400772,S103,V0530147,2025-06-06 20:43:31,196185,PAID,Probolinggo
O400773,S104,V0540000,2025-06-07 19:36:06,219336,PAID,Cirebon
O400774,S104,V0540005,2025-06-07 19:32:07,127068,PAID,Pasuruan
O400775,S104,V0540010,2025-06-07 19:22:52,145861,PAID,Cianjur
O400776,S104,V0540025,2025-06-07 19:34:45,194592,PAID,Sukabumi
O400777,S104,V0540036,2025-06-07 19:26:33,214264,PAID,Mojokerto
O400778,S104,V0540049,2025-06-07 19:25:44,203080,PAID,Malang
O400779,S104,V0540051,2025-06-07 19:34:15,183971,PAID,Kendari
O400780,S104,V0540056,2025-06-07 19:47:44,140765,PAID,Jakarta
O400781,S104,V0540073,2025-06-07 19:38:12,205679,PAID,Magelang
O400782,S104,V0540079,2025-06-07 19:45:53,196185,PAID,Karawang
O400783,S104,V0540089,2025-06-07 19:39:37,177767,PAID,Pasuruan
O400784,S104,V0540100,2025-06-07 19:23:45,94448,PAID,Tegal
O400785,S104,V0540107,2025-06-07 19:21:47,75514,PAID,Cirebon
O400786,S104,V0540116,2025-06-07 19:33:22,106262,PAID,Semarang
O400787,S104,V0540141,2025-06-07 19:19:31,155008,PAID,Purwokerto
O400788,S105,V0550005,2025-06-07 20:13:56,215024,PAID,Semarang
O400789,S105,V0550011,2025-06-07 20:14:18,169595,PAID,Mojokerto
O400790,S105,V0550019,2025-06-07 20:05:17,116832,PAID,Kediri
O400791,S105,V0550021,2025-06-07 20:05:06,116832,PAID,Kediri
O400792,S105,V0550056,2025-06-07 20:04:18,158946,PAID,Tangerang
O400793,S105,V0550060,2025-06-07 20:04:12,215024,PAID,Bogor
O400794,S105,V0550066,2025-06-07 20:01:02,78331,PAID,Sukabumi
O400795,S105,V0550069,2025-06-07 20:04:16,135485,PAID,Bogor
O400796,S105,V0550074,2025-06-07 20:11:17,116832,PAID,Cilacap
O400797,S105,V0550075,2025-06-07 20:12:29,140765,PAID,Magelang
O400798,S105,V0550087,2025-06-07 20:03:38,135485,PAID,Cilacap
O400799,S105,V0550099,2025-06-07 20:09:50,81390,PAID,Mojokerto
O400800,S105,V0550103,2025-06-07 20:07:36,70565,PAID,Pasuruan
O400801,S105,V0550126,2025-06-07 20:05:55,116832,PAID,Tasikmalaya
O400802,S105,V0550137,2025-06-07 20:05:56,203080,PAID,Batam
O400803,S106,V0560002,2025-06-07 19:55:34,78234,PAID,Yogyakarta
O400804,S106,V0560008,2025-06-07 20:02:06,119914,PAID,Cirebon
O400805,S106,V0560020,2025-06-07 19:53:32,75514,PAID,Magelang
O400806,S106,V0560022,2025-06-07 19:57:14,203080,PAID,Serang
O400807,S106,V0560061,2025-06-07 19:50:31,124921,PAID,Sukabumi
O400808,S106,V0560083,2025-06-07 19:55:04,158946,PAID,Cirebon
O400809,S106,V0560091,2025-06-07 19:47:36,140765,PAID,Bogor
O400810,S106,V0560101,2025-06-07 19:49:38,198085,PAID,Kediri
O400811,S106,V0560102,2025-06-07 19:45:38,164800,PAID,Surabaya
O400812,S106,V0560104,2025-06-07 19:45:20,209231,PAID,Tegal
O400813,S106,V0560116,2025-06-07 19:55:59,110066,PAID,Solo
O400814,S106,V0560118,2025-06-07 20:02:33,94448,PAID,Bandung
O400815,S106,V0560137,2025-06-07 19:53:20,94448,PAID,Samarinda
O400816,S107,V0570005,2025-06-08 19:57:50,214264,PAID,Yogyakarta
O400817,S107,V0570011,2025-06-08 19:52:03,70565,PAID,Mojokerto
O400818,S107,V0570029,2025-06-08 19:45:26,245368,PAID,Solo
O400819,S107,V0570032,2025-06-08 20:03:32,114862,PAID,Cirebon
O400820,S107,V0570043,2025-06-08 19:47:42,177767,PAID,Medan
O400821,S107,V0570057,2025-06-08 19:57:59,155008,PAID,Garut
O400822,S107,V0570062,2025-06-08 19:50:37,170864,PAID,Balikpapan
O400823,S107,V0570066,2025-06-08 19:55:39,188858,PAID,Magelang
O400824,S107,V0570076,2025-06-08 19:44:17,88610,PAID,Karawang
O400825,S107,V0570084,2025-06-08 19:55:19,170864,PAID,Cikampek
O400826,S107,V0570118,2025-06-08 19:56:57,127068,PAID,Sorong
O400827,S107,V0570127,2025-06-08 19:58:42,164800,PAID,Batam
O400828,S107,V0570130,2025-06-08 19:52:05,209231,PAID,Depok
O400829,S107,V0570131,2025-06-08 19:57:38,219695,PAID,Cilacap
O400830,S107,V0570133,2025-06-08 20:03:27,124921,PAID,Mojokerto
O400831,S107,V0570134,2025-06-08 19:54:44,219336,PAID,Purwokerto
O400832,S107,V0570147,2025-06-08 20:00:51,75514,PAID,Madiun
O400833,S108,V0580033,2025-06-08 18:35:51,94448,PAID,Cianjur
O400834,S108,V0580040,2025-06-08 18:32:21,194592,PAID,Madiun
O400835,S108,V0580041,2025-06-08 18:17:50,94448,PAID,Bandung
O400836,S108,V0580064,2025-06-08 18:39:05,133143,PAID,Tangerang
O400837,S108,V0580072,2025-06-08 18:38:38,140765,PAID,Jakarta
O400838,S108,V0580091,2025-06-08 18:15:52,169230,PAID,Kediri
O400839,S108,V0580111,2025-06-08 18:26:50,179897,PAID,Probolinggo
O400840,S108,V0580120,2025-06-08 18:31:38,110066,PAID,Surabaya
O400841,S109,V0590018,2025-06-08 20:35:39,152694,PAID,Serang
O400842,S109,V0590042,2025-06-08 20:52:09,110066,PAID,Bengkulu
O400843,S109,V0590046,2025-06-08 20:53:43,133143,PAID,Semarang
O400844,S109,V0590067,2025-06-08 20:48:39,127068,PAID,Serang
O400845,S109,V0590078,2025-06-08 20:51:29,203080,PAID,Banyuwangi
O400846,S109,V0590085,2025-06-08 20:43:49,81390,PAID,Balikpapan
O400847,S109,V0590118,2025-06-08 20:54:29,210763,PAID,Tasikmalaya
O400848,S109,V0590124,2025-06-08 20:39:05,104308,PAID,Serang
O400849,S109,V0590133,2025-06-08 20:55:09,183971,PAID,Cikampek
O400850,S109,V0590146,2025-06-08 20:52:06,179897,PAID,Karawang
O400851,S109,V0590147,2025-06-08 20:59:18,245368,PAID,Tegal
O400852,S110,V0600000,2025-06-09 20:26:21,122730,PAID,Tasikmalaya
O400853,S110,V0600014,2025-06-09 20:36:05,76956,PAID,Pasuruan
O400854,S110,V0600047,2025-06-09 20:45:07,170864,PAID,Banyuwangi
O400855,S110,V0600050,2025-06-09 20:17:23,210763,PAID,Malang
O400856,S110,V0600074,2025-06-09 20:35:27,76956,PAID,Kendari
O400857,S110,V0600076,2025-06-09 20:13:29,169595,PAID,Padang
O400858,S110,V0600092,2025-06-09 20:14:49,179897,PAID,Semarang
O400859,S110,V0600131,2025-06-09 20:40:27,219336,PAID,Batam
O400860,S111,V0610002,2025-06-09 19:56:10,159194,PAID,Pontianak
O400861,S111,V0610009,2025-06-09 20:09:26,215691,PAID,Mojokerto
O400862,S111,V0610016,2025-06-09 20:13:11,110066,PAID,Depok
O400863,S111,V0610033,2025-06-09 20:02:04,124921,PAID,Gorontalo
O400864,S111,V0610056,2025-06-09 20:09:55,196185,PAID,Magelang
O400865,S111,V0610066,2025-06-09 19:49:56,237621,PAID,Cirebon
O400866,S111,V0610067,2025-06-09 20:00:51,188858,PAID,Tarakan
O400867,S111,V0610072,2025-06-09 20:14:18,140765,PAID,Yogyakarta
O400868,S111,V0610077,2025-06-09 20:07:15,159194,PAID,Cianjur
O400869,S111,V0610086,2025-06-09 20:08:44,179897,PAID,Yogyakarta
O400870,S111,V0610092,2025-06-09 20:15:58,183971,PAID,Batam
O400871,S111,V0610093,2025-06-09 20:03:08,138358,PAID,Garut
O400872,S111,V0610105,2025-06-09 20:03:30,198085,PAID,Banjarmasin
O400873,S111,V0610121,2025-06-09 19:52:32,210584,PAID,Tangerang
O400874,S111,V0610136,2025-06-09 20:06:43,183971,PAID,Semarang
O400875,S111,V0610145,2025-06-09 19:53:37,218682,PAID,Probolinggo
O400876,S111,V0610147,2025-06-09 20:03:57,155008,PAID,Mojokerto
O400877,S112,V0620016,2025-06-09 19:57:25,88143,PAID,Jayapura
O400878,S112,V0620029,2025-06-09 20:24:11,237621,PAID,Banyuwangi
O400879,S112,V0620034,2025-06-09 20:24:37,219695,PAID,Kediri
O400880,S112,V0620063,2025-06-09 19:59:49,133143,PAID,Cirebon
O400881,S112,V0620065,2025-06-09 20:00:51,188858,PAID,Probolinggo
O400882,S112,V0620090,2025-06-09 19:59:35,159194,PAID,Garut
O400883,S112,V0620121,2025-06-09 20:04:51,76956,PAID,Cirebon
O400884,S112,V0620122,2025-06-09 20:09:34,159194,PAID,Pasuruan
O400885,S112,V0620143,2025-06-09 19:55:55,223245,PAID,Gorontalo
O400886,S113,V0630011,2025-06-10 19:03:26,215691,PAID,Cikampek
O400887,S113,V0630012,2025-06-10 18:43:29,214264,PAID,Depok
O400888,S113,V0630016,2025-06-10 18:55:59,133143,PAID,Yogyakarta
O400889,S113,V0630018,2025-06-10 18:51:11,138358,PAID,Karawang
O400890,S113,V0630054,2025-06-10 18:55:15,81390,PAID,Tangerang
O400891,S113,V0630065,2025-06-10 18:40:50,194592,PAID,Cianjur
O400892,S113,V0630068,2025-06-10 18:59:10,173712,PAID,Surabaya
O400893,S113,V0630081,2025-06-10 19:01:27,245368,PAID,Pasuruan
O400894,S113,V0630091,2025-06-10 18:49:05,76956,PAID,Surabaya
O400895,S113,V0630095,2025-06-10 18:50:24,76956,PAID,Mojokerto
O400896,S113,V0630099,2025-06-10 18:47:47,209231,PAID,Pasuruan
O400897,S113,V0630100,2025-06-10 18:49:12,106603,PAID,Solo
O400898,S113,V0630103,2025-06-10 18:55:45,155008,PAID,Banjarmasin
O400899,S113,V0630105,2025-06-10 18:50:15,114862,PAID,Solo
O400900,S113,V0630121,2025-06-10 19:04:33,219695,PAID,Tegal
O400901,S113,V0630138,2025-06-10 18:54:57,145861,PAID,Pontianak
O400902,S113,V0630144,2025-06-10 19:06:53,81390,PAID,Probolinggo
O400903,S113,V0630148,2025-06-10 18:52:05,164800,PAID,Jakarta
O400904,S114,V0640002,2025-06-10 19:57:21,104308,PAID,Magelang
O400905,S114,V0640018,2025-06-10 20:04:28,78331,PAID,Tegal
O400906,S114,V0640044,2025-06-10 20:08:48,219695,PAID,Kupang
O400907,S114,V0640048,2025-06-10 19:50:12,229014,PAID,Madiun
O400908,S114,V0640052,2025-06-10 19:52:18,173712,PAID,Kendari
O400909,S114,V0640069,2025-06-10 19:59:00,173712,PAID,Bandar Lampung
O400910,S114,V0640072,2025-06-10 20:08:36,145861,PAID,Kediri
O400911,S114,V0640088,2025-06-10 20:01:06,106262,PAID,Sukabumi
O400912,S114,V0640111,2025-06-10 19:59:59,87962,PAID,Pasuruan
O400913,S114,V0640120,2025-06-10 20:01:27,116832,PAID,Magelang
O400914,S114,V0640128,2025-06-10 19:51:43,169230,PAID,Cirebon
O400915,S115,V0650002,2025-06-10 19:57:56,122730,PAID,Sorong
O400916,S115,V0650016,2025-06-10 20:03:47,164800,PAID,Cirebon
O400917,S115,V0650017,2025-06-10 20:07:32,133143,PAID,Probolinggo
O400918,S115,V0650037,2025-06-10 20:01:36,203080,PAID,Tasikmalaya
O400919,S115,V0650044,2025-06-10 20:12:32,152694,PAID,Samarinda
O400920,S115,V0650051,2025-06-10 19:56:12,245368,PAID,Pasuruan
O400921,S115,V0650056,2025-06-10 20:11:23,159194,PAID,Sorong
O400922,S115,V0650057,2025-06-10 20:20:31,96868,PAID,Yogyakarta
O400923,S115,V0650065,2025-06-10 20:09:05,88610,PAID,Karawang
O400924,S115,V0650081,2025-06-10 20:02:03,87962,PAID,Tegal
O400925,S115,V0650084,2025-06-10 20:13:10,203080,PAID,Kediri
O400926,S115,V0650105,2025-06-10 20:08:55,152694,PAID,Depok
O400927,S115,V0650107,2025-06-10 20:16:09,194592,PAID,Malang
O400928,S115,V0650110,2025-06-10 20:10:32,76956,PAID,Madiun
O400929,S115,V0650112,2025-06-10 19:52:42,245368,PAID,Cilacap
O400930,S115,V0650115,2025-06-10 19:57:56,104308,PAID,Cianjur
O400931,S115,V0650120,2025-06-10 19:59:20,177767,PAID,Bogor
O400932,S115,V0650124,2025-06-10 20:10:54,209231,PAID,Tegal
O400933,S115,V0650148,2025-06-10 20:10:03,135485,PAID,Surabaya
O400934,S116,V0660006,2025-06-11 20:47:45,169230,PAID,Mojokerto
O400935,S116,V0660022,2025-06-11 20:43:13,218682,PAID,Pasuruan
O400936,S116,V0660035,2025-06-11 20:45:25,219336,PAID,Solo
O400937,S116,V0660049,2025-06-11 20:30:20,94448,PAID,Kupang
O400938,S116,V0660060,2025-06-11 20:47:22,96868,PAID,Cilacap
O400939,S116,V0660062,2025-06-11 20:44:39,110066,PAID,Karawang
O400940,S116,V0660071,2025-06-11 20:52:41,145861,PAID,Sukabumi
O400941,S116,V0660077,2025-06-11 20:52:12,219336,PAID,Karawang
O400942,S116,V0660079,2025-06-11 20:56:24,133143,PAID,Kendari
O400943,S116,V0660080,2025-06-11 20:37:13,237621,PAID,Yogyakarta
O400944,S116,V0660083,2025-06-11 20:52:40,127068,PAID,Pontianak
O400945,S116,V0660090,2025-06-11 20:42:52,158946,PAID,Cirebon
O400946,S116,V0660096,2025-06-11 20:41:50,214264,PAID,Yogyakarta
O400947,S116,V0660100,2025-06-11 20:50:54,188858,PAID,Sukabumi
O400948,S116,V0660110,2025-06-11 20:45:03,245368,PAID,Bekasi
O400949,S116,V0660133,2025-06-11 20:31:57,219336,PAID,Mojokerto
O400950,S116,V0660147,2025-06-11 20:35:52,219336,PAID,Blitar
O400951,S117,V0670008,2025-06-11 20:01:06,164800,PAID,Kediri
O400952,S117,V0670021,2025-06-11 19:57:16,106262,PAID,Cirebon
O400953,S117,V0670026,2025-06-11 19:59:10,210763,PAID,Sukabumi
O400954,S117,V0670035,2025-06-11 19:57:20,122730,PAID,Blitar
O400955,S117,V0670043,2025-06-11 20:07:44,218682,PAID,Sorong
O400956,S117,V0670044,2025-06-11 19:57:04,183971,PAID,Magelang
O400957,S117,V0670046,2025-06-11 19:58:17,133143,PAID,Depok
O400958,S117,V0670048,2025-06-11 20:04:51,164800,PAID,Jakarta
O400959,S117,V0670049,2025-06-11 20:09:33,135485,PAID,Cirebon
O400960,S117,V0670055,2025-06-11 19:56:52,218682,PAID,Banyuwangi
O400961,S117,V0670056,2025-06-11 19:46:22,88143,PAID,Blitar
O400962,S117,V0670078,2025-06-11 19:44:48,88610,PAID,Banjarmasin
O400963,S117,V0670093,2025-06-11 19:53:17,177767,PAID,Purwokerto
O400964,S117,V0670095,2025-06-11 20:06:45,110066,PAID,Magelang
O400965,S117,V0670097,2025-06-11 19:57:14,114862,PAID,Balikpapan
O400966,S117,V0670098,2025-06-11 20:01:46,87962,PAID,Samarinda
O400967,S117,V0670114,2025-06-11 20:11:44,219695,PAID,Cianjur
O400968,S117,V0670120,2025-06-11 20:09:41,114862,PAID,Tarakan
O400969,S117,V0670126,2025-06-11 20:12:22,75514,PAID,Yogyakarta
O400970,S117,V0670147,2025-06-11 19:58:18,179897,PAID,Tangerang
O400971,S118,V0680028,2025-06-11 20:05:36,152209,PAID,Solo
O400972,S118,V0680054,2025-06-11 20:05:25,119914,PAID,Bogor
O400973,S118,V0680065,2025-06-11 20:01:09,88143,PAID,Kediri
O400974,S118,V0680067,2025-06-11 20:03:49,205679,PAID,Bogor
O400975,S118,V0680091,2025-06-11 19:53:48,135485,PAID,Jakarta
O400976,S118,V0680100,2025-06-11 20:00:06,116832,PAID,Sukabumi
O400977,S118,V0680102,2025-06-11 20:02:12,169595,PAID,Surabaya
O400978,S118,V0680105,2025-06-11 19:57:20,209231,PAID,Yogyakarta
O400979,S118,V0680107,2025-06-11 20:07:57,210763,PAID,Jakarta
O400980,S118,V0680123,2025-06-11 20:14:14,88610,PAID,Jayapura
O400981,S118,V0680141,2025-06-11 20:12:01,155008,PAID,Semarang
O400982,S118,V0680143,2025-06-11 20:02:35,106603,PAID,Karawang
O400983,S119,V0690005,2025-06-12 20:11:16,127068,PAID,Purwokerto
O400984,S119,V0690023,2025-06-12 19:59:02,119914,PAID,Magelang
O400985,S119,V0690027,2025-06-12 20:03:33,188858,PAID,Kendari
O400986,S119,V0690029,2025-06-12 20:11:55,159194,PAID,Bogor
O400987,S119,V0690040,2025-06-12 20:02:24,75514,PAID,Cianjur
O400988,S119,V0690041,2025-06-12 20:00:50,119914,PAID,Semarang
O400989,S119,V0690043,2025-06-12 20:02:41,124921,PAID,Makassar
O400990,S119,V0690054,2025-06-12 19:55:03,219695,PAID,Jakarta
O400991,S119,V0690090,2025-06-12 20:04:21,124921,PAID,Solo
O400992,S119,V0690093,2025-06-12 20:09:53,116832,PAID,Blitar
O400993,S119,V0690110,2025-06-12 20:05:34,87962,PAID,Yogyakarta
O400994,S119,V0690125,2025-06-12 20:02:13,179897,PAID,Garut
O400995,S119,V0690127,2025-06-12 20:05:31,210584,PAID,Singaraja
O400996,S119,V0690132,2025-06-12 19:54:22,205679,PAID,Garut
O400997,S119,V0690141,2025-06-12 20:06:05,78331,PAID,Tegal
O400998,S120,V0700010,2025-06-12 20:16:33,215024,PAID,Tegal
O400999,S120,V0700014,2025-06-12 20:21:12,122730,PAID,Probolinggo
O401000,S120,V0700016,2025-06-12 20:28:42,124921,PAID,Semarang
O401001,S120,V0700018,2025-06-12 20:22:41,81390,PAID,Madiun
O401002,S120,V0700024,2025-06-12 20:27:06,110066,PAID,Sukabumi
O401003,S120,V0700031,2025-06-12 20:09:30,245368,PAID,Semarang
O401004,S120,V0700050,2025-06-12 20:06:03,140765,PAID,Manado
O401005,S120,V0700053,2025-06-12 20:21:05,169595,PAID,Jambi
O401006,S120,V0700094,2025-06-12 20:12:23,106262,PAID,Pasuruan
O401007,S120,V0700103,2025-06-12 20:27:59,198085,PAID,Solo
O401008,S120,V0700108,2025-06-12 20:13:19,158946,PAID,Karawang
O401009,S120,V0700113,2025-06-12 20:26:24,223245,PAID,Surabaya
O401010,S120,V0700114,2025-06-12 20:14:28,219336,PAID,Sukabumi
O401011,S120,V0700120,2025-06-12 20:08:55,210763,PAID,Tegal
O401012,S120,V0700130,2025-06-12 20:24:49,88610,PAID,Blitar
O401013,S120,V0700140,2025-06-12 20:23:58,96868,PAID,Bandung
O401014,S120,V0700147,2025-06-12 20:15:09,203080,PAID,Cianjur
O401015,S120,V0700149,2025-06-12 20:19:47,96868,PAID,Semarang
O401016,S121,V0710007,2025-06-12 19:19:26,88610,PAID,Bandung
O401017,S121,V0710008,2025-06-12 19:22:59,70565,PAID,Cirebon
O401018,S121,V0710016,2025-06-12 19:33:43,145861,PAID,Cilacap
O401019,S121,V0710019,2025-06-12 19:28:30,94448,PAID,Depok
O401020,S121,V0710021,2025-06-12 19:21:26,211394,PAID,Tangerang
O401021,S121,V0710027,2025-06-12 19:35:55,78331,PAID,Garut
O401022,S121,V0710050,2025-06-12 19:26:52,122730,PAID,Pasuruan
O401023,S121,V0710051,2025-06-12 19:33:16,135485,PAID,Cikampek
O401024,S121,V0710055,2025-06-12 19:45:08,124921,PAID,Balikpapan
O401025,S121,V0710061,2025-06-12 19:25:29,187757,PAID,Magelang
O401026,S121,V0710067,2025-06-12 19:21:09,183971,PAID,Bandung
O401027,S121,V0710072,2025-06-12 19:21:12,155008,PAID,Cirebon
O401028,S121,V0710090,2025-06-12 19:29:02,110066,PAID,Tegal
O401029,S121,V0710101,2025-06-12 19:21:36,164800,PAID,Tanjung Pinang
O401030,S121,V0710109,2025-06-12 19:23:55,219336,PAID,Magelang
O401031,S121,V0710127,2025-06-12 19:37:03,215024,PAID,Solo
O401032,S122,V0720010,2025-06-13 20:44:35,164800,PAID,Cianjur
O401033,S122,V0720041,2025-06-13 20:53:38,152694,PAID,Madiun
O401034,S122,V0720050,2025-06-13 20:43:56,218682,PAID,Bogor
O401035,S122,V0720051,2025-06-13 20:48:18,96868,PAID,Kediri
O401036,S122,V0720064,2025-06-13 20:47:51,210763,PAID,Jayapura
O401037,S122,V0720066,2025-06-13 20:42:02,159194,PAID,Bekasi
O401038,S122,V0720068,2025-06-13 20:46:37,145861,PAID,Tegal
O401039,S122,V0720073,2025-06-13 20:47:52,94448,PAID,Malang
O401040,S122,V0720078,2025-06-13 20:54:35,114862,PAID,Blitar
O401041,S122,V0720092,2025-06-13 20:53:24,135485,PAID,Mojokerto
O401042,S122,V0720107,2025-06-13 20:34:35,203080,PAID,Tasikmalaya
O401043,S122,V0720108,2025-06-13 20:39:40,70565,PAID,Jambi
O401044,S122,V0720112,2025-06-13 20:51:09,70565,PAID,Bekasi
O401045,S122,V0720129,2025-06-13 20:37:00,223245,PAID,Cirebon
O401046,S122,V0720139,2025-06-13 20:54:05,70565,PAID,Madiun
O401047,S122,V0720143,2025-06-13 20:50:58,158946,PAID,Cilacap
O401048,S122,V0720149,2025-06-13 20:43:15,78234,PAID,Bogor
O401049,S123,V0730001,2025-06-13 19:23:17,70565,PAID,Sukabumi
O401050,S123,V0730004,2025-06-13 19:11:54,210584,PAID,Palembang
O401051,S123,V0730016,2025-06-13 19:27:42,183971,PAID,Purwokerto
O401052,S123,V0730047,2025-06-13 19:16:52,194592,PAID,Denpasar
O401053,S123,V0730053,2025-06-13 19:20:12,203080,PAID,Jakarta
O401054,S123,V0730058,2025-06-13 19:01:26,122730,PAID,Banyuwangi
O401055,S123,V0730085,2025-06-13 19:07:41,155008,PAID,Kendari
O401056,S123,V0730091,2025-06-13 19:33:34,209231,PAID,Tasikmalaya
O401057,S123,V0730094,2025-06-13 19:28:21,164800,PAID,Bandung
O401058,S123,V0730103,2025-06-13 19:32:12,116832,PAID,Blitar
O401059,S123,V0730114,2025-06-13 19:36:31,145861,PAID,Bekasi
O401060,S124,V0740006,2025-06-13 18:47:07,177767,PAID,Cilacap
O401061,S124,V0740013,2025-06-13 18:43:57,173712,PAID,Malang
O401062,S124,V0740017,2025-06-13 18:34:18,110066,PAID,Tegal
O401063,S124,V0740019,2025-06-13 18:31:21,119914,PAID,Medan
O401064,S124,V0740023,2025-06-13 18:38:16,159194,PAID,Jambi
O401065,S124,V0740027,2025-06-13 18:40:49,196185,PAID,Manado
O401066,S124,V0740029,2025-06-13 18:49:30,140765,PAID,Solo
O401067,S124,V0740037,2025-06-13 18:38:29,219695,PAID,Bandung
O401068,S124,V0740061,2025-06-13 18:54:10,106262,PAID,Kendari
O401069,S124,V0740069,2025-06-13 18:32:03,135485,PAID,Pasuruan
O401070,S124,V0740071,2025-06-13 18:36:23,219336,PAID,Surabaya
O401071,S124,V0740078,2025-06-13 18:40:39,169230,PAID,Gorontalo
O401072,S124,V0740084,2025-06-13 18:34:11,215691,PAID,Probolinggo
O401073,S124,V0740087,2025-06-13 18:34:41,104308,PAID,Yogyakarta
O401074,S124,V0740094,2025-06-13 18:45:19,237621,PAID,Serang
O401075,S124,V0740096,2025-06-13 18:49:32,215024,PAID,Sukabumi
O401076,S124,V0740114,2025-06-13 18:56:27,211394,PAID,Tangerang
O401077,S124,V0740120,2025-06-13 18:34:43,211394,PAID,Probolinggo
O401078,S124,V0740121,2025-06-13 18:45:47,104308,PAID,Bogor
O401079,S124,V0740144,2025-06-13 18:47:26,210763,PAID,Pekanbaru
O401080,S125,V0750021,2025-06-14 19:12:41,88610,PAID,Banyuwangi
O401081,S125,V0750032,2025-06-14 19:02:46,138358,PAID,Sukabumi
O401082,S125,V0750050,2025-06-14 18:59:10,218682,PAID,Samarinda
O401083,S125,V0750055,2025-06-14 18:50:17,145861,PAID,Bengkulu
O401084,S125,V0750083,2025-06-14 19:04:48,169230,PAID,Banyuwangi
O401085,S125,V0750084,2025-06-14 19:06:03,215691,PAID,Mojokerto
O401086,S125,V0750092,2025-06-14 19:06:05,88143,PAID,Cirebon
O401087,S125,V0750097,2025-06-14 19:14:29,223245,PAID,Semarang
O401088,S125,V0750103,2025-06-14 19:01:23,119914,PAID,Bogor
O401089,S125,V0750128,2025-06-14 18:57:32,211394,PAID,Jambi
O401090,S125,V0750134,2025-06-14 18:57:09,135485,PAID,Cianjur
O401091,S125,V0750142,2025-06-14 19:06:14,223245,PAID,Cilacap
O401092,S126,V0760006,2025-06-14 19:50:00,78234,PAID,Bekasi
O401093,S126,V0760015,2025-06-14 19:34:02,88610,PAID,Yogyakarta
O401094,S126,V0760025,2025-06-14 19:30:58,164800,PAID,Malang
O401095,S126,V0760031,2025-06-14 19:42:25,211394,PAID,Mojokerto
O401096,S126,V0760051,2025-06-14 19:40:38,188858,PAID,Yogyakarta
O401097,S126,V0760062,2025-06-14 19:40:27,229014,PAID,Garut
O401098,S126,V0760063,2025-06-14 19:27:56,170864,PAID,Tegal
O401099,S126,V0760086,2025-06-14 19:34:12,81390,PAID,Kediri
O401100,S126,V0760089,2025-06-14 19:38:51,88143,PAID,Cianjur
O401101,S126,V0760097,2025-06-14 19:36:07,87962,PAID,Jambi
O401102,S126,V0760107,2025-06-14 19:32:33,155008,PAID,Mojokerto
O401103,S126,V0760108,2025-06-14 19:35:27,198085,PAID,Probolinggo
O401104,S126,V0760125,2025-06-14 19:41:32,122730,PAID,Blitar
O401105,S126,V0760133,2025-06-14 19:31:43,106262,PAID,Tangerang
O401106,S126,V0760142,2025-06-14 19:47:44,122730,PAID,Madiun
